task_id,task_description,task_category,assigned_employee,task_created_date,deadline_in_days,estimated_effort_hours,employee_current_workload_hours,employee_past_completion_rate
11366,apply NLP using Python,Machine Learning,EMP_41,2024-11-30,8,29,51,0.8
11367,analyze metrics using Python,Reporting,EMP_28,2024-05-22,20,40,127,0.83
11368,resolve issue using Python,Support,EMP_34,2024-05-18,7,2,114,0.86
11369,apply NLP using Python,Machine Learning,EMP_26,2024-09-19,14,30,68,0.74
11370,configure docker using Python,DevOps,EMP_11,2024-04-14,11,18,97,0.72
11371,optimize model using Python,Machine Learning,EMP_8,2024-02-03,28,30,17,0.73
11372,monitor system using Python,DevOps,EMP_16,2024-05-29,18,24,138,0.73
11373,generate report using Python,Reporting,EMP_30,2024-05-14,12,15,51,0.57
11374,build ETL pipeline using Python,Data Engineering,EMP_23,2024-07-31,15,28,140,0.92
11375,monitor progress using Python,Task Management,EMP_7,2024-04-16,28,20,157,0.51
11376,apply NLP using Python,Machine Learning,EMP_33,2024-01-16,5,27,104,0.6
11377,handle ticket using Python,Support,EMP_14,2024-06-03,14,8,129,0.74
11378,transform dataset using Python,Data Engineering,EMP_21,2024-05-03,30,26,43,0.67
11379,manage workload using Python,Task Management,EMP_4,2024-06-17,25,25,142,0.62
11380,perform feature engineering using Python,Machine Learning,EMP_46,2024-01-25,4,21,146,0.79
11381,monitor progress using Python,Task Management,EMP_50,2024-04-02,16,17,102,0.6
11382,monitor progress using Python,Task Management,EMP_1,2024-06-13,27,1,48,0.66
11383,manage workload using Python,Task Management,EMP_27,2024-01-28,19,26,43,0.51
11384,manage workload using Python,Task Management,EMP_35,2024-07-07,25,28,26,0.9
11385,manage cloud using Python,DevOps,EMP_7,2024-10-07,17,33,28,0.53
11386,troubleshoot error using Python,Support,EMP_27,2024-09-27,19,3,51,0.64
11387,monitor progress using Python,Task Management,EMP_28,2024-03-25,3,2,91,0.52
11388,optimize query using Python,Data Engineering,EMP_11,2024-11-16,23,23,60,0.78
11389,apply NLP using Python,Machine Learning,EMP_38,2024-08-21,10,11,29,0.56
11390,prepare report using Python,Reporting,EMP_16,2024-01-20,21,3,95,0.74
11391,perform feature engineering using Python,Machine Learning,EMP_42,2024-06-18,17,27,68,0.68
11392,optimize model using Python,Machine Learning,EMP_25,2024-10-07,22,23,158,0.61
11393,build KPI dashboard using Python,Reporting,EMP_6,2024-04-01,28,15,135,0.85
11394,setup CI/CD using Python,DevOps,EMP_35,2024-01-07,26,25,117,0.58
11395,manage cloud using Python,DevOps,EMP_3,2024-01-05,22,40,53,0.88
11396,apply NLP using Python,Machine Learning,EMP_8,2024-10-11,11,17,148,0.71
11397,prioritize tasks using Python,Task Management,EMP_24,2024-07-24,14,14,39,0.71
11398,create dashboard using Python,Reporting,EMP_37,2024-07-09,22,28,93,0.73
11399,perform feature engineering using Python,Machine Learning,EMP_33,2024-02-03,2,8,30,0.52
11400,transform dataset using Python,Data Engineering,EMP_46,2024-01-25,1,22,121,0.53
11401,design warehouse using Python,Data Engineering,EMP_48,2024-12-25,15,38,49,0.94
11402,create dashboard using Python,Reporting,EMP_9,2024-04-29,1,8,79,0.9
11403,build KPI dashboard using Python,Reporting,EMP_16,2024-11-20,10,23,58,0.95
11404,apply NLP using Python,Machine Learning,EMP_18,2024-12-10,25,23,99,0.82
11405,deploy application using Python,DevOps,EMP_35,2024-02-11,6,35,94,0.85
11406,transform dataset using Python,Data Engineering,EMP_26,2024-02-19,7,4,43,0.91
11407,apply NLP using Python,Machine Learning,EMP_35,2024-06-25,4,30,153,0.74
11408,build prediction model using Python,Machine Learning,EMP_4,2024-10-26,15,40,86,0.75
11409,deploy application using Python,DevOps,EMP_43,2024-07-19,18,29,158,0.5
11410,create dashboard using Python,Reporting,EMP_7,2024-01-24,7,5,17,0.73
11411,perform feature engineering using Python,Machine Learning,EMP_9,2024-12-13,18,13,72,0.72
11412,transform dataset using Python,Data Engineering,EMP_42,2024-12-18,3,34,120,0.52
11413,assign tasks using Python,Task Management,EMP_11,2024-02-04,13,11,63,0.6
11414,monitor progress using Python,Task Management,EMP_6,2024-09-10,22,6,150,0.89
11415,perform feature engineering using Python,Machine Learning,EMP_22,2024-10-30,27,30,92,0.77
11416,transform dataset using Python,Data Engineering,EMP_24,2024-01-10,10,2,63,0.58
11417,generate report using Python,Reporting,EMP_19,2024-01-26,2,11,61,0.54
11418,handle ticket using Python,Support,EMP_22,2024-07-03,5,36,37,0.68
11419,assign tasks using Python,Task Management,EMP_41,2024-03-04,3,11,140,0.56
11420,perform feature engineering using Python,Machine Learning,EMP_14,2024-06-11,26,40,63,0.82
11421,track deadlines using Python,Task Management,EMP_35,2024-06-05,3,22,43,0.65
11422,manage cloud using Python,DevOps,EMP_40,2024-02-24,5,40,125,0.74
11423,setup CI/CD using Python,DevOps,EMP_17,2024-01-10,24,19,135,0.61
11424,transform dataset using Python,Data Engineering,EMP_47,2024-01-13,24,21,71,0.88
11425,fix bug using Python,Support,EMP_33,2024-05-08,9,11,40,0.53
11426,troubleshoot error using Python,Support,EMP_18,2024-04-19,11,27,91,0.92
11427,prioritize tasks using Python,Task Management,EMP_29,2024-10-25,30,39,131,0.51
11428,optimize model using Python,Machine Learning,EMP_9,2024-02-01,16,3,56,0.51
11429,design warehouse using Python,Data Engineering,EMP_7,2024-10-16,25,32,21,0.82
11430,optimize model using Python,Machine Learning,EMP_25,2024-03-23,1,40,34,0.92
11431,design warehouse using Python,Data Engineering,EMP_2,2024-12-14,11,38,14,0.72
11432,generate report using Python,Reporting,EMP_15,2024-05-24,18,39,60,0.93
11433,design warehouse using Python,Data Engineering,EMP_32,2024-11-28,23,9,99,0.82
11434,analyze metrics using Python,Reporting,EMP_12,2024-03-06,11,4,20,0.76
11435,setup CI/CD using Python,DevOps,EMP_10,2024-01-06,29,20,63,0.75
11436,apply NLP using Python,Machine Learning,EMP_49,2024-07-24,8,32,83,0.56
11437,build KPI dashboard using Python,Reporting,EMP_49,2024-12-20,16,39,50,0.56
11438,assign tasks using Python,Task Management,EMP_28,2024-11-06,21,3,88,0.85
11439,optimize query using Python,Data Engineering,EMP_6,2024-10-17,24,4,22,0.58
11440,optimize model using Python,Machine Learning,EMP_23,2024-09-11,12,39,60,0.91
11441,create dashboard using Python,Reporting,EMP_11,2024-06-15,16,37,112,0.73
11442,clean data using Python,Data Engineering,EMP_25,2024-11-24,22,18,139,0.62
11443,apply NLP using Python,Machine Learning,EMP_33,2024-05-31,8,11,13,0.7
11444,assist user using Python,Support,EMP_28,2024-12-08,20,2,139,0.87
11445,assist user using Python,Support,EMP_48,2024-12-16,12,30,128,0.9
11446,configure docker using Python,DevOps,EMP_9,2024-10-20,25,33,156,0.58
11447,apply NLP using Python,Machine Learning,EMP_17,2024-06-21,9,8,140,0.93
11448,apply NLP using Python,Machine Learning,EMP_28,2024-07-01,27,18,72,0.92
11449,apply NLP using Python,Machine Learning,EMP_36,2024-03-30,19,18,141,0.57
11450,perform feature engineering using Python,Machine Learning,EMP_27,2024-11-16,21,12,43,0.93
11451,assist user using Python,Support,EMP_12,2024-01-21,13,37,53,0.85
11452,perform feature engineering using Python,Machine Learning,EMP_35,2024-07-29,30,40,67,0.84
11453,design warehouse using Python,Data Engineering,EMP_40,2024-02-14,14,39,156,0.91
11454,generate report using Python,Reporting,EMP_4,2024-02-04,7,35,74,0.54
11455,create dashboard using Python,Reporting,EMP_5,2024-08-11,16,12,68,0.63
11456,build ETL pipeline using Python,Data Engineering,EMP_22,2024-03-12,17,4,149,0.85
11457,manage cloud using Python,DevOps,EMP_38,2024-09-18,29,13,58,0.82
11458,prioritize tasks using Python,Task Management,EMP_50,2024-12-04,27,10,59,0.86
11459,troubleshoot error using Python,Support,EMP_44,2024-03-10,9,35,76,0.86
11460,manage cloud using Python,DevOps,EMP_5,2024-07-10,2,23,136,0.93
11461,transform dataset using Python,Data Engineering,EMP_6,2024-09-28,24,35,133,0.67
11462,handle ticket using Python,Support,EMP_22,2024-09-30,3,39,35,0.66
11463,assign tasks using Python,Task Management,EMP_20,2024-06-23,16,3,48,0.74
11464,optimize query using Python,Data Engineering,EMP_36,2024-03-05,1,18,49,0.58
11465,design warehouse using Python,Data Engineering,EMP_50,2024-09-26,4,39,108,0.84
11466,optimize model using Python,Machine Learning,EMP_38,2024-10-01,15,20,101,0.51
11467,build ETL pipeline using Python,Data Engineering,EMP_7,2024-02-12,14,31,154,0.77
11468,apply NLP using Python,Machine Learning,EMP_20,2024-11-04,23,23,152,0.91
11469,transform dataset using Python,Data Engineering,EMP_2,2024-01-31,2,23,156,0.7
11470,deploy application using Python,DevOps,EMP_38,2024-06-24,5,5,136,0.8
11471,create dashboard using Python,Reporting,EMP_19,2024-03-14,13,34,135,0.81
11472,create dashboard using Python,Reporting,EMP_8,2024-06-11,26,29,119,0.58
11473,monitor system using Python,DevOps,EMP_49,2024-12-07,25,9,29,0.62
11474,manage workload using Python,Task Management,EMP_31,2024-04-26,18,2,94,0.81
11475,train ML model using Python,Machine Learning,EMP_10,2024-04-25,25,28,32,0.63
11476,clean data using Python,Data Engineering,EMP_42,2024-03-16,13,31,77,0.74
11477,configure docker using Python,DevOps,EMP_22,2024-02-11,5,5,54,0.74
11478,create dashboard using Python,Reporting,EMP_47,2024-01-24,18,7,124,0.63
11479,prioritize tasks using Python,Task Management,EMP_43,2024-10-31,4,4,100,0.56
11480,monitor system using Python,DevOps,EMP_35,2024-06-27,19,12,97,0.5
11481,track deadlines using Python,Task Management,EMP_43,2024-01-01,28,31,79,0.75
11482,apply NLP using Python,Machine Learning,EMP_39,2024-03-04,19,11,20,0.73
11483,resolve issue using Python,Support,EMP_35,2024-01-29,11,16,35,0.59
11484,apply NLP using Python,Machine Learning,EMP_5,2024-05-14,21,36,88,0.71
11485,track deadlines using Python,Task Management,EMP_7,2024-02-18,2,14,105,0.67
11486,assist user using Python,Support,EMP_35,2024-02-07,21,21,118,0.74
11487,prepare report using Python,Reporting,EMP_32,2024-10-14,22,28,51,0.84
11488,monitor progress using Python,Task Management,EMP_31,2024-08-10,27,4,109,0.72
11489,build prediction model using Python,Machine Learning,EMP_44,2024-04-25,28,36,134,0.6
11490,prioritize tasks using Python,Task Management,EMP_21,2024-03-24,19,24,141,0.82
11491,analyze metrics using Python,Reporting,EMP_43,2024-07-05,6,34,48,0.63
11492,manage workload using Python,Task Management,EMP_37,2024-10-05,20,7,71,0.87
11493,build ETL pipeline using Python,Data Engineering,EMP_14,2024-06-02,3,20,113,0.89
11494,apply NLP using Python,Machine Learning,EMP_11,2024-07-20,19,6,106,0.75
11495,design warehouse using Python,Data Engineering,EMP_45,2024-06-10,11,9,90,0.93
11496,build prediction model using Python,Machine Learning,EMP_42,2024-11-06,17,10,109,0.74
11497,fix bug using Python,Support,EMP_20,2024-03-08,5,9,56,0.78
11498,troubleshoot error using Python,Support,EMP_27,2024-01-03,30,38,127,0.64
11499,apply NLP using Python,Machine Learning,EMP_5,2024-01-13,16,2,85,0.52
11500,optimize query using Python,Data Engineering,EMP_40,2024-01-14,25,34,41,0.53
11501,perform feature engineering using Python,Machine Learning,EMP_21,2024-04-24,2,39,46,0.81
11502,optimize model using Python,Machine Learning,EMP_28,2024-03-21,10,8,35,0.95
11503,fix bug using Python,Support,EMP_8,2024-04-28,21,3,155,0.56
11504,train ML model using Python,Machine Learning,EMP_5,2024-10-19,28,33,16,0.88
11505,manage workload using Python,Task Management,EMP_45,2024-10-15,27,15,32,0.72
11506,analyze metrics using Python,Reporting,EMP_26,2024-07-07,30,25,84,0.54
11507,track deadlines using Python,Task Management,EMP_49,2024-07-26,10,10,132,0.8
11508,troubleshoot error using Python,Support,EMP_44,2024-04-19,21,17,56,0.55
11509,clean data using Python,Data Engineering,EMP_37,2024-05-30,4,10,71,0.5
11510,clean data using Python,Data Engineering,EMP_36,2024-02-03,15,31,131,0.61
11511,assign tasks using Python,Task Management,EMP_30,2024-08-17,30,14,113,0.91
11512,setup CI/CD using Python,DevOps,EMP_21,2024-02-16,20,32,80,0.65
11513,build KPI dashboard using Python,Reporting,EMP_50,2024-02-17,25,11,49,0.8
11514,build KPI dashboard using Python,Reporting,EMP_44,2024-12-29,10,4,144,0.91
11515,monitor system using Python,DevOps,EMP_50,2024-04-01,26,9,45,0.93
11516,handle ticket using Python,Support,EMP_10,2024-01-10,22,6,54,0.66
11517,monitor progress using Python,Task Management,EMP_46,2024-11-05,29,1,39,0.65
11518,setup CI/CD using Python,DevOps,EMP_1,2024-07-23,27,1,147,0.65
11519,fix bug using Python,Support,EMP_31,2024-12-23,14,38,40,0.95
11520,build KPI dashboard using Python,Reporting,EMP_18,2024-10-24,22,19,137,0.75
11521,analyze metrics using Python,Reporting,EMP_10,2024-11-30,5,8,149,0.56
11522,resolve issue using Python,Support,EMP_43,2024-02-20,27,13,43,0.69
11523,track deadlines using Python,Task Management,EMP_45,2024-05-13,25,18,89,0.83
11524,build ETL pipeline using Python,Data Engineering,EMP_11,2024-07-31,27,30,46,0.88
11525,configure docker using Python,DevOps,EMP_28,2024-03-30,25,38,52,0.77
11526,deploy application using Python,DevOps,EMP_31,2024-12-11,11,14,68,0.82
11527,setup CI/CD using Python,DevOps,EMP_38,2024-12-15,20,23,54,0.79
11528,assign tasks using Python,Task Management,EMP_31,2024-01-07,18,14,121,0.94
11529,analyze metrics using Python,Reporting,EMP_46,2024-08-19,30,6,158,0.5
11530,handle ticket using Python,Support,EMP_18,2024-01-19,2,18,99,0.74
11531,deploy application using Python,DevOps,EMP_5,2024-02-16,22,22,10,0.65
11532,manage cloud using Python,DevOps,EMP_23,2024-11-02,24,37,28,0.56
11533,prepare report using Python,Reporting,EMP_48,2024-11-09,26,28,85,0.57
11534,apply NLP using Python,Machine Learning,EMP_12,2024-02-28,22,17,59,0.93
11535,transform dataset using Python,Data Engineering,EMP_7,2024-05-10,19,36,82,0.75
11536,transform dataset using Python,Data Engineering,EMP_36,2024-08-09,15,9,138,0.82
11537,optimize query using Python,Data Engineering,EMP_9,2024-08-28,10,34,81,0.77
11538,assist user using Python,Support,EMP_41,2024-02-07,30,37,104,0.81
11539,monitor progress using Python,Task Management,EMP_33,2024-01-31,30,35,32,0.92
11540,assist user using Python,Support,EMP_2,2024-03-20,12,24,117,0.72
11541,manage workload using Python,Task Management,EMP_30,2024-07-21,10,18,63,0.81
11542,analyze metrics using Python,Reporting,EMP_36,2024-04-25,7,12,131,0.58
11543,build ETL pipeline using Python,Data Engineering,EMP_44,2024-11-07,17,36,13,0.63
11544,monitor progress using Python,Task Management,EMP_31,2024-08-10,10,20,17,0.86
11545,build KPI dashboard using Python,Reporting,EMP_18,2024-11-06,29,30,24,0.89
11546,optimize query using Python,Data Engineering,EMP_11,2024-04-22,21,34,141,0.7
11547,generate report using Python,Reporting,EMP_21,2024-12-26,17,22,160,0.69
11548,handle ticket using Python,Support,EMP_17,2024-09-17,14,30,105,0.59
11549,configure docker using Python,DevOps,EMP_14,2024-07-02,30,24,136,0.77
11550,generate report using Python,Reporting,EMP_24,2024-03-22,18,7,130,0.58
11551,resolve issue using Python,Support,EMP_12,2024-02-04,30,16,116,0.52
11552,build prediction model using Python,Machine Learning,EMP_9,2024-02-16,13,22,99,0.71
11553,troubleshoot error using Python,Support,EMP_5,2024-08-28,14,12,98,0.81
11554,resolve issue using Python,Support,EMP_24,2024-10-21,28,9,38,0.95
11555,monitor system using Python,DevOps,EMP_3,2024-06-14,17,36,103,0.73
11556,train ML model using Python,Machine Learning,EMP_36,2024-08-07,10,21,52,0.55
11557,train ML model using Python,Machine Learning,EMP_43,2024-11-25,5,4,112,0.65
11558,train ML model using Python,Machine Learning,EMP_6,2024-06-30,8,10,72,0.73
11559,assign tasks using Python,Task Management,EMP_11,2024-10-21,30,27,81,0.95
11560,transform dataset using Python,Data Engineering,EMP_16,2024-09-10,10,24,15,0.82
11561,design warehouse using Python,Data Engineering,EMP_5,2024-10-25,22,3,92,0.74
11562,manage cloud using Python,DevOps,EMP_13,2024-02-05,29,19,32,0.89
11563,optimize query using Python,Data Engineering,EMP_48,2024-03-29,10,24,17,0.53
11564,manage cloud using Python,DevOps,EMP_23,2024-04-06,23,36,41,0.69
11565,generate report using Python,Reporting,EMP_16,2024-11-25,5,30,71,0.55
11566,clean data using Python,Data Engineering,EMP_41,2024-09-05,8,3,79,0.8
11567,troubleshoot error using Python,Support,EMP_43,2024-08-11,9,8,40,0.54
11568,apply NLP using Python,Machine Learning,EMP_35,2024-10-25,12,25,78,0.66
11569,build KPI dashboard using Python,Reporting,EMP_12,2024-02-12,12,38,68,0.67
11570,manage cloud using Python,DevOps,EMP_7,2024-12-04,24,39,44,0.72
11571,optimize query using Python,Data Engineering,EMP_31,2024-08-22,6,13,33,0.62
11572,resolve issue using Python,Support,EMP_49,2024-08-30,12,24,129,0.66
11573,build prediction model using Python,Machine Learning,EMP_14,2024-04-04,18,21,102,0.52
11574,assist user using Python,Support,EMP_31,2024-03-24,26,11,29,0.58
11575,train ML model using Python,Machine Learning,EMP_41,2024-01-30,12,31,106,0.63
11576,build ETL pipeline using Python,Data Engineering,EMP_40,2024-04-14,2,14,145,0.73
11577,optimize model using Python,Machine Learning,EMP_28,2024-09-09,29,24,50,0.55
11578,handle ticket using Python,Support,EMP_50,2024-06-26,2,26,148,0.86
11579,generate report using Python,Reporting,EMP_14,2024-09-05,15,7,34,0.66
11580,build prediction model using Python,Machine Learning,EMP_20,2024-11-17,15,26,134,0.77
11581,analyze metrics using Python,Reporting,EMP_37,2024-11-14,16,23,157,0.82
11582,design warehouse using Python,Data Engineering,EMP_6,2024-06-19,11,37,34,0.56
11583,create dashboard using Python,Reporting,EMP_28,2024-08-08,1,9,26,0.87
11584,build KPI dashboard using Python,Reporting,EMP_27,2024-09-25,12,17,137,0.54
11585,track deadlines using Python,Task Management,EMP_9,2024-08-28,11,23,101,0.88
11586,prepare report using Python,Reporting,EMP_48,2024-06-17,19,13,143,0.68
